Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Screen_Time_Level,Exceeded_Limit,Health_Risk_Flag
13,Male,4.5,Laptop,True,0.41,Poor Sleep,Rural,10–13,High,True,True
14,Female,4.06,Smartphone,True,0.31,"Eye Strain, Obesity Risk",Urban,14–18,High,True,True
8,Male,7.18,TV,True,0.48,Poor Sleep,Urban,0–9,Very High,True,True
10,Male,7.39,Smartphone,True,0.4,Poor Sleep,Urban,10–13,Very High,True,True
10,Male,3.11,Tablet,True,0.5,Poor Sleep,Rural,10–13,Moderate,False,False
9,Female,4.05,Smartphone,True,0.55,"Eye Strain, Anxiety",Urban,0–9,High,True,True
14,Male,6.53,Laptop,True,0.34,Poor Sleep,Urban,14–18,Very High,True,True
12,Male,3.44,Tablet,True,0.31,"Poor Sleep, Eye Strain, Obesity Risk",Urban,10–13,Moderate,False,False
10,Male,4.4,TV,True,0.45,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
18,Male,5.87,Smartphone,True,0.39,"Eye Strain, Obesity Risk",Urban,14–18,High,True,True
11,Male,3.96,TV,True,0.39,Eye Strain,Urban,10–13,Moderate,False,False
18,Male,3.64,Laptop,True,0.4,"Poor Sleep, Anxiety",Rural,14–18,Moderate,False,False
9,Male,3.13,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,0–9,Moderate,False,False
16,Male,5.24,Tablet,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,High,True,True
15,Female,4.59,TV,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,High,True,True
10,Male,3.91,TV,True,0.49,Poor Sleep,Urban,10–13,Moderate,False,False
13,Female,4.53,Laptop,True,0.42,Poor Sleep,Urban,10–13,High,True,True
11,Female,5.27,Tablet,True,0.32,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
18,Male,4.81,TV,True,0.35,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
17,Female,4.55,TV,True,0.32,Poor Sleep,Rural,14–18,High,True,True
13,Male,4.13,Smartphone,True,0.43,Eye Strain,Rural,10–13,High,True,True
17,Male,4.07,Smartphone,True,0.3,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
16,Male,4.61,Tablet,True,0.37,Poor Sleep,Urban,14–18,High,True,True
18,Female,3.22,Smartphone,True,0.4,Poor Sleep,Rural,14–18,Moderate,False,False
17,Female,4.55,TV,True,0.32,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,High,True,True
10,Female,5.25,Tablet,True,0.54,Poor Sleep,Urban,10–13,High,True,True
15,Male,5.78,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
14,Female,4.44,TV,True,0.33,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
13,Male,3.29,Smartphone,True,0.47,"Poor Sleep, Anxiety",Rural,10–13,Moderate,False,False
15,Female,3.51,Smartphone,True,0.42,Poor Sleep,Urban,14–18,Moderate,False,False
10,Male,4.12,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Rural,10–13,High,True,True
17,Female,4.08,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
16,Female,5.84,Laptop,True,0.35,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
13,Male,6.18,TV,True,0.32,"Poor Sleep, Anxiety",Urban,10–13,Very High,True,True
17,Female,5.23,Smartphone,True,0.49,Poor Sleep,Urban,14–18,High,True,True
9,Female,3.78,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,0–9,Moderate,False,False
13,Male,5.3,Laptop,True,0.49,Eye Strain,Urban,10–13,High,True,True
12,Male,6.15,TV,True,0.48,Poor Sleep,Rural,10–13,Very High,True,True
8,Male,4.89,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,0–9,High,True,True
12,Male,4.06,Smartphone,True,0.49,Poor Sleep,Urban,10–13,High,True,True
18,Female,5.05,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
18,Female,5.23,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
13,Female,4.58,Laptop,True,0.42,Poor Sleep,Rural,10–13,High,True,True
14,Female,5.11,TV,True,0.42,Poor Sleep,Urban,14–18,High,True,True
11,Female,6.47,Smartphone,True,0.34,Poor Sleep,Rural,10–13,Very High,True,True
8,Female,4.43,TV,True,0.59,Poor Sleep,Urban,0–9,High,True,True
18,Male,5.82,Smartphone,True,0.33,Poor Sleep,Urban,14–18,High,True,True
15,Female,4.75,Tablet,True,0.41,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
17,Female,4.68,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
14,Female,5.81,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
9,Female,5.36,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Rural,0–9,High,True,True
14,Male,6.78,Laptop,True,0.34,Poor Sleep,Urban,14–18,Very High,True,True
12,Male,4.1,Smartphone,True,0.36,"Anxiety, Obesity Risk",Urban,10–13,High,True,True
16,Male,4.66,Smartphone,True,0.33,Poor Sleep,Urban,14–18,High,True,True
12,Female,5.02,Smartphone,True,0.46,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
12,Male,4.64,Smartphone,True,0.45,Poor Sleep,Urban,10–13,High,True,True
18,Male,5.16,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
9,Female,4.6,Tablet,True,0.51,Poor Sleep,Rural,0–9,High,True,True
14,Male,6.17,Smartphone,True,0.37,Eye Strain,Urban,14–18,Very High,True,True
10,Female,5.27,TV,True,0.57,Anxiety,Urban,10–13,High,True,True
14,Male,3.79,TV,True,0.47,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
9,Female,3.76,Tablet,True,0.47,Eye Strain,Urban,0–9,Moderate,False,False
15,Male,4.1,TV,True,0.36,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,14–18,High,True,True
18,Male,4.96,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural,14–18,High,True,True
10,Male,7.28,Smartphone,True,0.59,Poor Sleep,Urban,10–13,Very High,True,True
14,Male,5.59,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Rural,14–18,High,True,True
12,Female,4.92,Smartphone,True,0.39,Poor Sleep,Urban,10–13,High,True,True
11,Female,5.54,Smartphone,True,0.38,Poor Sleep,Urban,10–13,High,True,True
13,Male,3.84,TV,True,0.34,Poor Sleep,Urban,10–13,Moderate,False,False
11,Female,6.86,Tablet,True,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Urban,10–13,Very High,True,True
9,Female,6.86,TV,True,0.44,Poor Sleep,Urban,0–9,Very High,True,True
16,Male,6.41,Smartphone,True,0.41,Poor Sleep,Urban,14–18,Very High,True,True
16,Male,3.91,Laptop,True,0.42,"Poor Sleep, Obesity Risk",Urban,14–18,Moderate,False,False
17,Male,5.05,Laptop,True,0.37,"Eye Strain, Obesity Risk",Urban,14–18,High,True,True
13,Male,5.65,TV,True,0.49,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
16,Female,4.74,TV,True,0.34,Eye Strain,Urban,14–18,High,True,True
10,Male,6.25,Smartphone,True,0.6,"Poor Sleep, Obesity Risk",Rural,10–13,Very High,True,True
8,Male,3.35,Smartphone,True,0.52,Eye Strain,Rural,0–9,Moderate,False,False
8,Female,8.25,Smartphone,True,0.58,Poor Sleep,Urban,0–9,Very High,True,True
16,Female,5.64,TV,True,0.45,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
16,Female,4.24,Smartphone,True,0.41,Anxiety,Urban,14–18,High,True,True
12,Female,3.76,Smartphone,True,0.46,Poor Sleep,Urban,10–13,Moderate,False,False
9,Male,3.45,TV,True,0.41,Anxiety,Urban,0–9,Moderate,False,False
13,Male,5.23,TV,True,0.32,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
14,Male,4.89,TV,True,0.32,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
16,Female,5.48,Smartphone,True,0.48,Poor Sleep,Urban,14–18,High,True,True
13,Female,3.3,Smartphone,True,0.33,Poor Sleep,Urban,10–13,Moderate,False,False
10,Male,3.9,TV,True,0.48,Eye Strain,Urban,10–13,Moderate,False,False
12,Female,5.57,TV,True,0.33,Obesity Risk,Urban,10–13,High,True,True
11,Male,7.16,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural,10–13,Very High,True,True
12,Female,4.31,Laptop,True,0.47,Anxiety,Rural,10–13,High,True,True
15,Male,3.1,TV,True,0.42,Anxiety,Urban,14–18,Moderate,False,False
15,Female,5.01,Smartphone,True,0.36,Anxiety,Rural,14–18,High,True,True
13,Female,3.58,Laptop,True,0.35,Anxiety,Rural,10–13,Moderate,False,False
15,Female,4.3,Laptop,True,0.41,Poor Sleep,Urban,14–18,High,True,True
15,Female,3.83,TV,True,0.33,Eye Strain,Urban,14–18,Moderate,False,False
9,Male,3.36,TV,True,0.42,"Anxiety, Obesity Risk",Urban,0–9,Moderate,False,False
14,Male,4.74,Laptop,True,0.38,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
16,Male,5.06,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
15,Female,4.29,Laptop,True,0.39,Poor Sleep,Rural,14–18,High,True,True
16,Male,4.56,TV,True,0.34,"Poor Sleep, Obesity Risk",Rural,14–18,High,True,True
14,Male,4.9,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
9,Male,6.24,TV,True,0.57,Poor Sleep,Urban,0–9,Very High,True,True
18,Female,4.09,Smartphone,True,0.31,Poor Sleep,Urban,14–18,High,True,True
11,Female,3.57,TV,True,0.35,Poor Sleep,Urban,10–13,Moderate,False,False
12,Male,4.08,Laptop,True,0.46,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
16,Female,6.63,Laptop,True,0.47,Poor Sleep,Rural,14–18,Very High,True,True
17,Male,5.2,Smartphone,True,0.41,Poor Sleep,Rural,14–18,High,True,True
8,Female,4.27,TV,True,0.59,"Poor Sleep, Anxiety",Rural,0–9,High,True,True
9,Female,5.33,Smartphone,True,0.51,"Poor Sleep, Anxiety",Urban,0–9,High,True,True
14,Female,5.2,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
11,Female,5.62,Tablet,True,0.48,Eye Strain,Urban,10–13,High,True,True
17,Female,3.22,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
12,Female,4.83,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,10–13,High,True,True
10,Female,4.81,Tablet,True,0.51,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
9,Female,8.08,TV,True,0.55,Poor Sleep,Urban,0–9,Very High,True,True
14,Male,5.31,TV,True,0.4,Poor Sleep,Urban,14–18,High,True,True
12,Female,5.19,Smartphone,True,0.47,Poor Sleep,Urban,10–13,High,True,True
8,Male,3.77,Smartphone,True,0.52,"Poor Sleep, Anxiety",Rural,0–9,Moderate,False,False
16,Male,4.59,Smartphone,True,0.46,Poor Sleep,Urban,14–18,High,True,True
8,Male,6.3,Tablet,True,0.41,Poor Sleep,Urban,0–9,Very High,True,True
14,Male,3.75,Smartphone,True,0.31,Poor Sleep,Urban,14–18,Moderate,False,False
18,Female,4.63,Smartphone,True,0.48,Obesity Risk,Urban,14–18,High,True,True
8,Female,4.96,Smartphone,True,0.45,Poor Sleep,Urban,0–9,High,True,True
17,Female,4.43,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,High,True,True
11,Female,3.34,Smartphone,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural,10–13,Moderate,False,False
14,Female,5.27,TV,True,0.38,Poor Sleep,Urban,14–18,High,True,True
9,Female,9.23,Smartphone,True,0.4,Anxiety,Urban,0–9,Very High,True,True
14,Female,4.93,Smartphone,True,0.3,Anxiety,Urban,14–18,High,True,True
15,Female,5.56,TV,True,0.42,Anxiety,Rural,14–18,High,True,True
16,Female,3.43,Smartphone,True,0.31,Poor Sleep,Urban,14–18,Moderate,False,False
8,Male,8.35,Smartphone,True,0.58,Eye Strain,Urban,0–9,Very High,True,True
13,Female,4.56,Smartphone,True,0.41,Poor Sleep,Rural,10–13,High,True,True
10,Male,5.69,TV,True,0.54,Eye Strain,Urban,10–13,High,True,True
18,Male,5.54,TV,True,0.41,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
13,Female,4.37,Smartphone,True,0.42,Poor Sleep,Urban,10–13,High,True,True
10,Female,3.99,Tablet,True,0.43,Anxiety,Urban,10–13,Moderate,False,False
9,Male,4.96,TV,True,0.46,Obesity Risk,Rural,0–9,High,True,True
11,Female,5.53,Smartphone,True,0.44,Poor Sleep,Rural,10–13,High,True,True
11,Male,3.99,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
15,Female,4.49,TV,True,0.37,Poor Sleep,Rural,14–18,High,True,True
12,Male,5.9,Smartphone,True,0.37,Poor Sleep,Urban,10–13,High,True,True
17,Female,4.33,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Rural,14–18,High,True,True
14,Female,4.42,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
10,Male,3.4,Tablet,True,0.53,Poor Sleep,Urban,10–13,Moderate,False,False
10,Male,8.57,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,10–13,Very High,True,True
12,Female,4.02,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
18,Male,3.2,Smartphone,True,0.38,"Eye Strain, Obesity Risk",Urban,14–18,Moderate,False,False
11,Female,5.09,TV,True,0.37,Poor Sleep,Rural,10–13,High,True,True
16,Female,3.56,Smartphone,True,0.45,Poor Sleep,Urban,14–18,Moderate,False,False
15,Female,3.56,Tablet,True,0.5,Poor Sleep,Rural,14–18,Moderate,False,False
12,Male,5.44,TV,True,0.33,Poor Sleep,Urban,10–13,High,True,True
13,Female,4.54,Tablet,True,0.41,Poor Sleep,Rural,10–13,High,True,True
10,Male,3.32,Smartphone,True,0.44,Eye Strain,Urban,10–13,Moderate,False,False
13,Female,4.49,Laptop,True,0.36,Poor Sleep,Urban,10–13,High,True,True
14,Male,6.49,Laptop,True,0.38,Poor Sleep,Rural,14–18,Very High,True,True
8,Male,7.66,Tablet,True,0.55,Eye Strain,Rural,0–9,Very High,True,True
12,Male,3.51,Smartphone,True,0.45,"Eye Strain, Anxiety",Urban,10–13,Moderate,False,False
13,Female,7.54,Smartphone,True,0.43,"Anxiety, Obesity Risk",Urban,10–13,Very High,True,True
9,Female,5.35,Tablet,True,0.53,Eye Strain,Rural,0–9,High,True,True
17,Female,5.83,Laptop,True,0.41,Poor Sleep,Urban,14–18,High,True,True
16,Male,3.71,Laptop,True,0.4,Poor Sleep,Urban,14–18,Moderate,False,False
17,Male,5.04,Laptop,True,0.4,Poor Sleep,Urban,14–18,High,True,True
14,Male,5.39,Laptop,True,0.38,Obesity Risk,Rural,14–18,High,True,True
15,Male,4.3,Tablet,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,High,True,True
17,Male,4.31,Smartphone,True,0.31,Obesity Risk,Rural,14–18,High,True,True
15,Male,4.21,TV,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,High,True,True
11,Male,3.23,Laptop,True,0.31,"Poor Sleep, Eye Strain",Rural,10–13,Moderate,False,False
17,Female,4.84,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
13,Female,7.02,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,10–13,Very High,True,True
16,Female,5.38,TV,True,0.33,Poor Sleep,Urban,14–18,High,True,True
11,Female,3.8,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Rural,10–13,Moderate,False,False
9,Female,4.43,Tablet,True,0.56,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
12,Female,5.89,Laptop,True,0.34,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
17,Female,3.97,TV,True,0.41,Poor Sleep,Urban,14–18,Moderate,False,False
16,Male,5.04,Laptop,True,0.4,Poor Sleep,Urban,14–18,High,True,True
13,Male,4.34,Laptop,True,0.38,Poor Sleep,Urban,10–13,High,True,True
17,Male,4.83,Tablet,True,0.49,"Eye Strain, Obesity Risk",Rural,14–18,High,True,True
13,Male,4.64,TV,True,0.35,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,10–13,High,True,True
12,Male,6.61,Smartphone,True,0.33,Anxiety,Rural,10–13,Very High,True,True
10,Female,5.52,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
14,Female,5.56,Laptop,True,0.31,Poor Sleep,Urban,14–18,High,True,True
11,Female,5.94,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,High,True,True
14,Female,3.21,TV,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,Moderate,False,False
12,Female,4.37,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,10–13,High,True,True
12,Male,5.58,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
9,Male,4.11,Smartphone,True,0.46,Eye Strain,Urban,0–9,High,True,True
17,Male,3.47,Smartphone,True,0.49,Poor Sleep,Rural,14–18,Moderate,False,False
9,Female,5.33,Tablet,True,0.45,Poor Sleep,Urban,0–9,High,True,True
11,Male,4.14,Smartphone,True,0.39,Poor Sleep,Rural,10–13,High,True,True
11,Female,3.92,Tablet,True,0.5,Poor Sleep,Urban,10–13,Moderate,False,False
13,Male,4.07,Laptop,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Rural,10–13,High,True,True
14,Male,6.94,Smartphone,True,0.33,Poor Sleep,Urban,14–18,Very High,True,True
18,Female,3.28,Smartphone,True,0.33,"Anxiety, Obesity Risk",Rural,14–18,Moderate,False,False
17,Female,5.17,Tablet,True,0.37,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
18,Male,5.03,Laptop,True,0.39,Eye Strain,Urban,14–18,High,True,True
15,Female,5.7,Smartphone,True,0.44,"Poor Sleep, Eye Strain, Obesity Risk",Rural,14–18,High,True,True
9,Male,9.28,Smartphone,True,0.54,Obesity Risk,Rural,0–9,Very High,True,True
18,Male,3.57,Smartphone,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,Moderate,False,False
18,Female,5.4,Laptop,True,0.41,Poor Sleep,Urban,14–18,High,True,True
12,Female,3.74,Smartphone,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,Moderate,False,False
9,Male,6.5,TV,True,0.5,Obesity Risk,Rural,0–9,Very High,True,True
14,Male,5.21,Smartphone,True,0.4,Anxiety,Urban,14–18,High,True,True
9,Male,4.74,TV,True,0.56,Poor Sleep,Rural,0–9,High,True,True
13,Male,3.35,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,10–13,Moderate,False,False
17,Male,4.32,TV,True,0.48,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
10,Female,3.4,TV,True,0.52,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
16,Female,7.36,TV,True,0.44,Anxiety,Rural,14–18,Very High,True,True
10,Male,4.4,TV,True,0.57,Poor Sleep,Rural,10–13,High,True,True
14,Female,3.39,TV,True,0.47,"Anxiety, Obesity Risk",Urban,14–18,Moderate,False,False
18,Female,3.7,Smartphone,True,0.31,Poor Sleep,Rural,14–18,Moderate,False,False
16,Female,3.94,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,Moderate,False,False
12,Male,5.47,Laptop,True,0.45,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
17,Female,6.98,TV,True,0.4,Poor Sleep,Urban,14–18,Very High,True,True
18,Female,5.55,Smartphone,True,0.42,Eye Strain,Urban,14–18,High,True,True
13,Female,5.24,Smartphone,True,0.38,"Poor Sleep, Anxiety, Obesity Risk",Urban,10–13,High,True,True
11,Male,4.07,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Rural,10–13,High,True,True
9,Female,6.69,TV,True,0.56,"Poor Sleep, Obesity Risk",Urban,0–9,Very High,True,True
14,Male,6.66,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,14–18,Very High,True,True
11,Male,4.75,Smartphone,True,0.35,"Eye Strain, Anxiety",Urban,10–13,High,True,True
16,Male,3.18,TV,True,0.48,Poor Sleep,Rural,14–18,Moderate,False,False
16,Female,3.91,Smartphone,True,0.32,Obesity Risk,Urban,14–18,Moderate,False,False
10,Female,4.56,TV,True,0.45,Poor Sleep,Urban,10–13,High,True,True
12,Male,4.69,Smartphone,True,0.33,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
17,Male,3.88,TV,True,0.31,"Poor Sleep, Obesity Risk",Urban,14–18,Moderate,False,False
15,Female,8.04,TV,True,0.42,Poor Sleep,Urban,14–18,Very High,True,True
8,Male,5.37,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,0–9,High,True,True
9,Male,3.08,TV,True,0.57,"Poor Sleep, Anxiety",Urban,0–9,Moderate,False,False
13,Female,3.58,Smartphone,True,0.35,Anxiety,Urban,10–13,Moderate,False,False
13,Female,4.3,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
10,Male,5.94,Tablet,True,0.43,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
11,Male,5.14,Smartphone,True,0.48,Eye Strain,Rural,10–13,High,True,True
9,Female,7.19,TV,True,0.54,"Poor Sleep, Anxiety, Obesity Risk",Urban,0–9,Very High,True,True
9,Male,4.03,TV,True,0.42,Poor Sleep,Urban,0–9,High,True,True
14,Male,3.63,TV,True,0.32,"Poor Sleep, Obesity Risk",Rural,14–18,Moderate,False,False
8,Male,3.74,TV,True,0.4,Eye Strain,Rural,0–9,Moderate,False,False
14,Male,5.71,TV,True,0.38,Poor Sleep,Rural,14–18,High,True,True
13,Female,5.02,TV,True,0.32,Obesity Risk,Rural,10–13,High,True,True
10,Male,5.76,Smartphone,True,0.43,Poor Sleep,Urban,10–13,High,True,True
13,Male,4.72,TV,True,0.3,Anxiety,Rural,10–13,High,True,True
18,Female,4.0,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,14–18,Moderate,False,False
9,Female,5.24,Smartphone,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0–9,High,True,True
15,Male,4.68,TV,True,0.36,Poor Sleep,Urban,14–18,High,True,True
12,Male,4.92,Smartphone,True,0.3,"Poor Sleep, Obesity Risk",Urban,10–13,High,True,True
15,Female,3.8,Laptop,True,0.3,Poor Sleep,Urban,14–18,Moderate,False,False
15,Female,4.34,Smartphone,True,0.35,"Anxiety, Obesity Risk",Urban,14–18,High,True,True
13,Female,3.73,TV,True,0.43,"Eye Strain, Obesity Risk",Urban,10–13,Moderate,False,False
18,Male,3.55,Laptop,True,0.43,"Eye Strain, Anxiety",Rural,14–18,Moderate,False,False
13,Female,4.62,Laptop,True,0.43,Poor Sleep,Urban,10–13,High,True,True
13,Female,3.86,Smartphone,True,0.42,Poor Sleep,Urban,10–13,Moderate,False,False
15,Female,3.96,TV,True,0.41,Eye Strain,Rural,14–18,Moderate,False,False
8,Female,4.13,Tablet,True,0.42,Poor Sleep,Rural,0–9,High,True,True
9,Female,5.03,TV,True,0.53,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
16,Female,4.4,Tablet,True,0.39,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
18,Female,6.08,Smartphone,True,0.4,Poor Sleep,Urban,14–18,Very High,True,True
15,Male,3.92,Laptop,True,0.39,Poor Sleep,Urban,14–18,Moderate,False,False
14,Female,4.97,Smartphone,True,0.46,Poor Sleep,Rural,14–18,High,True,True
12,Female,4.13,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
18,Female,3.73,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
17,Male,4.86,Laptop,True,0.34,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
11,Female,4.73,TV,True,0.44,Poor Sleep,Urban,10–13,High,True,True
18,Male,3.84,Smartphone,True,0.47,Obesity Risk,Rural,14–18,Moderate,False,False
15,Female,4.37,Smartphone,True,0.44,Eye Strain,Urban,14–18,High,True,True
17,Male,5.19,Laptop,True,0.35,Poor Sleep,Urban,14–18,High,True,True
13,Male,5.84,Smartphone,True,0.5,"Anxiety, Obesity Risk",Rural,10–13,High,True,True
12,Female,4.74,Tablet,True,0.38,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
15,Female,5.96,Laptop,True,0.43,Poor Sleep,Urban,14–18,High,True,True
18,Male,4.98,Laptop,True,0.32,Anxiety,Urban,14–18,High,True,True
12,Male,4.62,TV,True,0.48,Poor Sleep,Urban,10–13,High,True,True
8,Female,7.69,Tablet,True,0.45,"Poor Sleep, Anxiety",Urban,0–9,Very High,True,True
15,Male,5.12,TV,True,0.46,Anxiety,Urban,14–18,High,True,True
14,Male,3.88,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
17,Female,6.99,Laptop,True,0.32,Eye Strain,Urban,14–18,Very High,True,True
16,Male,5.91,TV,True,0.3,Poor Sleep,Urban,14–18,High,True,True
12,Female,4.97,TV,True,0.33,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
9,Male,4.27,Smartphone,True,0.54,Poor Sleep,Rural,0–9,High,True,True
14,Female,5.13,TV,True,0.32,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
14,Male,5.05,Smartphone,True,0.41,Poor Sleep,Urban,14–18,High,True,True
12,Female,5.48,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Urban,10–13,High,True,True
13,Female,7.7,Laptop,True,0.42,Poor Sleep,Urban,10–13,Very High,True,True
11,Female,3.8,Laptop,True,0.4,"Eye Strain, Obesity Risk",Urban,10–13,Moderate,False,False
17,Female,3.9,Tablet,True,0.47,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
9,Male,4.97,Smartphone,True,0.4,Poor Sleep,Rural,0–9,High,True,True
16,Female,3.56,TV,True,0.38,Eye Strain,Urban,14–18,Moderate,False,False
12,Female,3.85,TV,True,0.49,Poor Sleep,Rural,10–13,Moderate,False,False
10,Female,4.59,TV,True,0.46,Poor Sleep,Urban,10–13,High,True,True
17,Female,4.82,TV,True,0.49,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
11,Female,3.62,Smartphone,True,0.31,Poor Sleep,Urban,10–13,Moderate,False,False
18,Male,3.95,TV,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,Moderate,False,False
14,Male,3.64,Laptop,True,0.5,"Poor Sleep, Anxiety",Rural,14–18,Moderate,False,False
14,Female,5.89,TV,True,0.42,Poor Sleep,Rural,14–18,High,True,True
14,Male,4.86,Smartphone,True,0.39,"Poor Sleep, Eye Strain, Obesity Risk",Rural,14–18,High,True,True
9,Female,4.51,TV,True,0.53,"Poor Sleep, Obesity Risk",Urban,0–9,High,True,True
17,Male,3.66,Tablet,True,0.34,Poor Sleep,Urban,14–18,Moderate,False,False
17,Female,4.86,Laptop,True,0.3,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
