Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
8,Female,4.52,TV,TRUE,0.57,"Poor Sleep, Anxiety, Obesity Risk",Urban
17,Male,5.11,Tablet,TRUE,0.43,Poor Sleep,Rural
12,Male,6.26,Laptop,TRUE,0.31,None,Urban
15,Female,3.87,Smartphone,TRUE,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Male,7.96,TV,TRUE,0.42,None,Rural
16,Male,5.12,Smartphone,TRUE,0.43,"Poor Sleep, Eye Strain",Rural
18,Male,5.07,Laptop,TRUE,0.5,Poor Sleep,Urban
13,Female,3.86,Smartphone,TRUE,0.43,None,Urban
15,Female,3.34,Smartphone,TRUE,0.37,None,Urban
17,Male,5.3,TV,TRUE,0.42,"Poor Sleep, Anxiety",Rural
15,Female,5.21,Laptop,TRUE,0.44,Poor Sleep,Rural
10,Female,4.5,Smartphone,TRUE,0.46,Obesity Risk,Urban
14,Male,3.21,Smartphone,TRUE,0.32,Poor Sleep,Urban
14,Male,2.49,Smartphone,FALSE,0.33,None,Rural
17,Female,4.93,Laptop,TRUE,0.46,None,Urban
13,Male,4.99,Smartphone,TRUE,0.38,None,Rural
14,Female,3.36,Smartphone,TRUE,0.32,Poor Sleep,Urban
9,Female,2.51,Smartphone,TRUE,0.59,None,Rural
16,Female,4.49,TV,TRUE,0.41,Obesity Risk,Urban
17,Male,5.86,Smartphone,TRUE,0.42,Poor Sleep,Urban
17,Male,4.33,TV,TRUE,0.32,Poor Sleep,Urban
8,Male,5.54,Smartphone,TRUE,0.57,"Poor Sleep, Obesity Risk",Rural
8,Male,3.77,Smartphone,TRUE,0.56,Eye Strain,Urban
10,Male,1.58,Smartphone,FALSE,0.46,None,Urban
10,Female,6.43,TV,TRUE,0.58,Obesity Risk,Urban
8,Male,5.48,Smartphone,TRUE,0.53,None,Urban
14,Female,5.17,Smartphone,TRUE,0.3,Eye Strain,Rural
11,Male,3.02,Smartphone,TRUE,0.43,None,Rural
17,Female,3.21,Smartphone,TRUE,0.31,Poor Sleep,Rural
9,Male,4.64,Tablet,TRUE,0.46,None,Rural
17,Male,5.72,Tablet,TRUE,0.3,Poor Sleep,Urban
12,Male,3.12,Smartphone,TRUE,0.47,Poor Sleep,Rural
13,Male,4.06,Laptop,TRUE,0.42,None,Urban
16,Female,7.29,Laptop,TRUE,0.44,Poor Sleep,Urban
11,Male,4.32,Smartphone,TRUE,0.32,Poor Sleep,Rural
9,Male,3.4,Smartphone,TRUE,0.4,Eye Strain,Rural
12,Male,5.11,Smartphone,TRUE,0.44,"Poor Sleep, Eye Strain",Urban
10,Male,0,Smartphone,FALSE,0.6,None,Urban
9,Female,6.72,Tablet,TRUE,0.56,None,Urban
8,Female,4.58,Smartphone,TRUE,0.42,"Poor Sleep, Eye Strain, Anxiety",Rural
17,Male,4.25,Smartphone,TRUE,0.43,None,Rural
9,Female,6.11,Smartphone,TRUE,0.44,Eye Strain,Urban
13,Female,4.12,Smartphone,TRUE,0.34,Poor Sleep,Urban
15,Male,5.23,Laptop,TRUE,0.48,Poor Sleep,Rural
10,Female,6.38,Tablet,TRUE,0.45,Poor Sleep,Urban
18,Female,2.77,Smartphone,FALSE,0.38,None,Urban
16,Male,4.42,TV,TRUE,0.35,None,Rural
16,Male,7.53,Laptop,TRUE,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
9,Male,7.46,Tablet,TRUE,0.41,Poor Sleep,Urban
15,Male,2.07,Smartphone,FALSE,0.46,None,Rural
17,Female,6.08,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
18,Male,6.91,Smartphone,TRUE,0.42,None,Urban
12,Female,4.93,Smartphone,TRUE,0.46,Poor Sleep,Urban
11,Male,4.85,Smartphone,TRUE,0.44,Poor Sleep,Urban
17,Female,3.34,TV,TRUE,0.45,Eye Strain,Urban
12,Female,5.06,Smartphone,TRUE,0.33,Poor Sleep,Urban
11,Male,3.61,Laptop,TRUE,0.45,"Poor Sleep, Obesity Risk",Urban
15,Male,5.04,Smartphone,TRUE,0.31,Anxiety,Rural
11,Male,3.74,Tablet,TRUE,0.44,"Poor Sleep, Eye Strain",Urban
17,Male,3.35,Smartphone,TRUE,0.34,Poor Sleep,Urban
13,Female,4.25,Smartphone,TRUE,0.48,"Poor Sleep, Anxiety",Urban
9,Female,0,Smartphone,FALSE,0.49,None,Urban
12,Male,4.64,Laptop,TRUE,0.31,"Poor Sleep, Obesity Risk",Urban
13,Male,3.67,Smartphone,TRUE,0.3,Poor Sleep,Urban
12,Male,4.58,Smartphone,TRUE,0.42,Poor Sleep,Urban
9,Female,8.97,Smartphone,TRUE,0.55,None,Rural
14,Female,4.45,Smartphone,TRUE,0.39,None,Urban
11,Male,5.21,Smartphone,TRUE,0.48,"Poor Sleep, Eye Strain",Urban
15,Female,4.96,Smartphone,TRUE,0.34,"Poor Sleep, Eye Strain",Urban
14,Male,3.95,TV,TRUE,0.31,Poor Sleep,Urban
14,Male,4.96,Smartphone,TRUE,0.31,None,Rural
16,Male,3.87,Smartphone,TRUE,0.35,"Poor Sleep, Eye Strain",Urban
8,Male,4.17,TV,TRUE,0.46,None,Urban
17,Male,6.38,Laptop,TRUE,0.41,Poor Sleep,Urban
13,Male,3.29,Smartphone,TRUE,0.35,"Poor Sleep, Obesity Risk",Urban
13,Male,5.79,Smartphone,TRUE,0.5,"Poor Sleep, Anxiety",Urban
13,Female,5.02,TV,TRUE,0.39,Poor Sleep,Urban
13,Female,5.02,Tablet,TRUE,0.32,"Poor Sleep, Eye Strain",Urban
17,Male,3.15,TV,TRUE,0.32,"Poor Sleep, Anxiety",Urban
14,Female,4.45,Smartphone,TRUE,0.43,None,Rural
17,Male,4.39,TV,TRUE,0.3,Poor Sleep,Urban
13,Female,5.41,TV,TRUE,0.48,None,Urban
8,Female,0.38,TV,FALSE,0.43,None,Urban
10,Female,1.55,TV,FALSE,0.49,None,Urban
9,Male,7.61,Tablet,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
13,Female,4.46,Tablet,TRUE,0.34,"Poor Sleep, Eye Strain",Rural
15,Female,3.66,TV,TRUE,0.42,"Poor Sleep, Anxiety",Urban
10,Male,0.55,TV,FALSE,0.47,None,Urban
17,Male,2.09,Smartphone,FALSE,0.43,None,Urban
15,Female,3.4,Smartphone,TRUE,0.32,None,Urban
15,Male,5.75,Smartphone,TRUE,0.49,"Eye Strain, Anxiety, Obesity Risk",Urban
12,Female,4.34,Laptop,TRUE,0.32,Eye Strain,Urban
15,Female,5.05,Smartphone,TRUE,0.45,Eye Strain,Urban
13,Male,3.69,Laptop,TRUE,0.41,None,Urban
12,Male,3.4,TV,TRUE,0.37,Poor Sleep,Urban
16,Female,3.68,Smartphone,TRUE,0.32,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Female,7.68,Smartphone,TRUE,0.32,Poor Sleep,Urban
15,Male,2.25,Smartphone,FALSE,0.31,None,Rural
8,Male,3.2,Smartphone,TRUE,0.42,Poor Sleep,Rural
18,Female,4.55,Smartphone,TRUE,0.46,"Eye Strain, Obesity Risk",Urban
9,Female,6.01,Smartphone,TRUE,0.4,None,Urban
15,Male,2.38,Smartphone,FALSE,0.45,None,Urban
16,Male,4.33,Tablet,TRUE,0.45,Poor Sleep,Urban
11,Female,3.39,Smartphone,TRUE,0.42,"Poor Sleep, Anxiety",Urban
17,Male,4.41,TV,TRUE,0.33,Poor Sleep,Urban
18,Female,4.7,Laptop,TRUE,0.46,Poor Sleep,Rural
17,Female,3.58,Smartphone,TRUE,0.3,None,Urban
16,Female,5.59,Smartphone,TRUE,0.35,Eye Strain,Urban
11,Female,5.12,Smartphone,TRUE,0.44,"Poor Sleep, Anxiety",Rural
17,Female,3.57,TV,TRUE,0.49,"Poor Sleep, Anxiety",Urban
17,Male,6.2,Smartphone,TRUE,0.42,Eye Strain,Urban
17,Female,4.96,TV,TRUE,0.47,Poor Sleep,Rural
16,Male,4.34,TV,TRUE,0.45,"Poor Sleep, Eye Strain",Rural
18,Male,5.79,Smartphone,TRUE,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban
14,Female,4,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban
9,Male,3.15,TV,TRUE,0.55,None,Rural
16,Female,3.02,Smartphone,TRUE,0.39,Eye Strain,Urban
11,Female,2.25,TV,FALSE,0.44,None,Urban
15,Female,5.13,Laptop,TRUE,0.32,Anxiety,Rural
14,Male,5.02,Smartphone,TRUE,0.5,None,Urban
14,Female,5.85,Laptop,TRUE,0.39,Poor Sleep,Urban
15,Female,6.3,TV,TRUE,0.49,Eye Strain,Rural
8,Male,6.59,Smartphone,TRUE,0.55,Obesity Risk,Urban
12,Male,5.94,Smartphone,TRUE,0.48,None,Rural
9,Female,2.19,TV,TRUE,0.44,None,Urban
9,Male,5.13,TV,TRUE,0.44,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Male,4.48,TV,TRUE,0.58,"Poor Sleep, Obesity Risk",Urban
12,Male,4.78,Smartphone,TRUE,0.32,"Poor Sleep, Eye Strain",Urban
9,Female,4.92,Tablet,TRUE,0.59,"Poor Sleep, Eye Strain, Anxiety",Urban
11,Female,4.93,TV,TRUE,0.48,Anxiety,Urban
10,Male,0.7,Tablet,FALSE,0.49,None,Urban
10,Female,1.98,Tablet,FALSE,0.46,None,Rural
9,Male,3.91,Smartphone,TRUE,0.6,None,Urban
13,Male,5.02,Smartphone,TRUE,0.5,"Poor Sleep, Anxiety",Rural
9,Male,0.8,TV,FALSE,0.55,None,Urban
15,Female,4.42,Tablet,TRUE,0.49,Poor Sleep,Urban
15,Female,4.62,TV,TRUE,0.31,None,Urban
12,Male,4.42,Laptop,TRUE,0.43,Eye Strain,Urban
17,Female,2.29,Laptop,FALSE,0.34,None,Urban
14,Male,2.14,Tablet,FALSE,0.44,None,Urban
11,Female,3.5,Smartphone,TRUE,0.47,"Poor Sleep, Anxiety",Urban
8,Male,1.67,TV,FALSE,0.49,None,Urban
18,Female,4.64,Smartphone,TRUE,0.42,None,Urban
9,Male,1.74,TV,FALSE,0.41,None,Urban
17,Female,6.57,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Male,7.21,Laptop,TRUE,0.43,Poor Sleep,Rural
11,Female,3.24,Smartphone,TRUE,0.48,"Poor Sleep, Eye Strain",Rural
8,Male,2.82,TV,TRUE,0.52,None,Urban
15,Male,3.04,Laptop,TRUE,0.43,Poor Sleep,Urban
16,Female,5.86,TV,TRUE,0.49,"Poor Sleep, Eye Strain",Rural
11,Female,5.22,Smartphone,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
17,Male,5.32,Smartphone,TRUE,0.42,None,Urban
10,Female,0,Smartphone,FALSE,0.48,None,Urban
9,Male,5.22,Smartphone,TRUE,0.44,Poor Sleep,Urban
12,Female,4.63,Smartphone,TRUE,0.39,Poor Sleep,Urban
10,Female,3.61,Smartphone,TRUE,0.45,Obesity Risk,Rural
17,Female,4.29,Smartphone,TRUE,0.33,None,Urban
14,Male,4.9,Smartphone,TRUE,0.43,"Poor Sleep, Eye Strain",Urban
18,Female,3.67,Tablet,TRUE,0.32,Obesity Risk,Urban
13,Male,2.28,Tablet,FALSE,0.49,None,Urban
8,Male,0.95,Smartphone,FALSE,0.5,None,Urban
15,Female,5.11,Laptop,TRUE,0.46,Poor Sleep,Urban
9,Female,2.67,TV,TRUE,0.55,None,Urban
12,Male,5.48,Tablet,TRUE,0.35,Poor Sleep,Urban
16,Female,6.42,TV,TRUE,0.45,Eye Strain,Urban
15,Male,3.71,Smartphone,TRUE,0.37,None,Rural
9,Male,5.69,Smartphone,TRUE,0.55,Poor Sleep,Urban
16,Male,3.02,TV,TRUE,0.43,Anxiety,Urban
12,Female,4.72,Smartphone,TRUE,0.39,Poor Sleep,Urban
17,Female,3.18,Smartphone,TRUE,0.41,Poor Sleep,Rural
13,Male,4.14,Smartphone,TRUE,0.33,None,Urban
10,Male,4.54,Smartphone,TRUE,0.46,Poor Sleep,Rural
10,Male,1.17,Smartphone,FALSE,0.49,None,Rural
17,Female,4.86,Laptop,TRUE,0.32,"Poor Sleep, Anxiety",Rural
15,Male,7.52,Smartphone,TRUE,0.39,Poor Sleep,Rural
18,Female,3.19,Laptop,TRUE,0.34,None,Rural
17,Male,3.86,TV,TRUE,0.5,"Poor Sleep, Anxiety",Urban
17,Female,3.42,Smartphone,TRUE,0.32,Poor Sleep,Rural
9,Female,1.39,Tablet,FALSE,0.41,None,Urban
18,Female,3.83,Smartphone,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
9,Female,1.48,TV,FALSE,0.56,None,Rural
12,Male,5.33,Smartphone,TRUE,0.45,"Poor Sleep, Anxiety",Urban
13,Male,4.42,Smartphone,TRUE,0.39,"Poor Sleep, Eye Strain",Urban
9,Male,0.47,TV,FALSE,0.46,None,Urban
12,Female,4.32,TV,TRUE,0.4,Poor Sleep,Urban
14,Male,5.44,Smartphone,TRUE,0.35,"Poor Sleep, Eye Strain",Urban
17,Female,5.02,Smartphone,TRUE,0.36,Poor Sleep,Urban
17,Male,2.14,Laptop,FALSE,0.36,None,Urban
15,Male,4.76,TV,TRUE,0.4,Poor Sleep,Urban
14,Male,4.64,Tablet,TRUE,0.44,None,Urban
15,Female,5.99,Smartphone,TRUE,0.45,Poor Sleep,Urban
16,Female,3.9,Laptop,TRUE,0.47,"Poor Sleep, Eye Strain, Obesity Risk",Rural
12,Male,4.98,Smartphone,TRUE,0.34,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Male,3.5,Smartphone,TRUE,0.39,Poor Sleep,Urban
18,Female,4.27,Smartphone,TRUE,0.36,Poor Sleep,Rural
17,Female,6.3,Laptop,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
11,Male,4.72,Smartphone,TRUE,0.49,Poor Sleep,Urban
16,Male,3.41,Smartphone,TRUE,0.47,Poor Sleep,Urban
12,Male,3.71,Laptop,TRUE,0.4,None,Urban
9,Male,2.05,TV,TRUE,0.41,None,Urban
17,Male,3.72,Laptop,TRUE,0.37,"Eye Strain, Anxiety",Urban
15,Female,4.95,Laptop,TRUE,0.44,Eye Strain,Urban
14,Female,4.08,Smartphone,TRUE,0.45,Obesity Risk,Urban
15,Male,1.72,Smartphone,FALSE,0.36,None,Urban
10,Male,8.29,TV,TRUE,0.59,"Poor Sleep, Eye Strain",Rural
11,Male,3.91,Smartphone,TRUE,0.4,Obesity Risk,Urban
12,Male,6.3,Smartphone,TRUE,0.45,Eye Strain,Urban
13,Male,4.37,Tablet,TRUE,0.5,"Poor Sleep, Obesity Risk",Urban
8,Male,6.57,Smartphone,TRUE,0.51,"Poor Sleep, Eye Strain",Rural
11,Male,3.65,Laptop,TRUE,0.46,Poor Sleep,Rural
18,Female,6.33,Smartphone,TRUE,0.31,"Eye Strain, Obesity Risk",Rural
17,Female,2.65,Smartphone,FALSE,0.5,None,Rural
12,Female,4.74,Tablet,TRUE,0.47,None,Urban
14,Female,5.52,Laptop,TRUE,0.36,Poor Sleep,Urban
12,Male,3.82,Laptop,TRUE,0.35,"Poor Sleep, Eye Strain",Urban
8,Male,0.94,Smartphone,FALSE,0.55,None,Urban
18,Female,4.03,TV,TRUE,0.38,None,Urban
14,Male,4.97,Smartphone,TRUE,0.42,"Poor Sleep, Anxiety",Rural
15,Female,6.59,Smartphone,TRUE,0.47,Poor Sleep,Urban
14,Female,2.97,Tablet,FALSE,0.45,None,Urban
18,Male,5.15,Smartphone,TRUE,0.37,None,Urban
11,Female,3.94,Tablet,TRUE,0.33,"Poor Sleep, Obesity Risk",Urban
15,Male,3.6,Smartphone,TRUE,0.37,Eye Strain,Rural
12,Female,4.27,Smartphone,TRUE,0.41,Anxiety,Urban
17,Male,4.03,Laptop,TRUE,0.32,Poor Sleep,Urban
16,Male,3.93,Smartphone,TRUE,0.48,Eye Strain,Rural
17,Female,5.06,Smartphone,TRUE,0.31,Eye Strain,Urban
12,Female,4.55,Laptop,TRUE,0.39,Poor Sleep,Urban
8,Female,1.04,Smartphone,FALSE,0.42,None,Urban
16,Male,3.65,Smartphone,TRUE,0.42,Anxiety,Urban
12,Male,5.36,Laptop,TRUE,0.31,None,Rural
13,Female,3.89,TV,TRUE,0.35,"Poor Sleep, Obesity Risk",Urban
11,Male,3.38,TV,TRUE,0.38,Poor Sleep,Urban
13,Female,2.43,Laptop,FALSE,0.46,None,Rural
15,Female,4.05,Tablet,TRUE,0.44,Poor Sleep,Urban
10,Female,0,Tablet,FALSE,0.41,None,Urban
12,Male,4.45,Laptop,TRUE,0.37,"Poor Sleep, Anxiety",Urban
9,Male,0,Tablet,FALSE,0.5,None,Urban
9,Female,2,TV,FALSE,0.49,None,Urban
14,Female,4.72,Tablet,TRUE,0.42,None,Urban
17,Female,2.86,TV,FALSE,0.49,None,Rural
17,Male,4.99,Laptop,TRUE,0.47,None,Urban
18,Female,5.15,Laptop,TRUE,0.33,Poor Sleep,Urban
17,Male,2.5,Smartphone,FALSE,0.43,None,Rural
13,Male,3.04,Smartphone,TRUE,0.46,None,Rural
11,Female,4.96,Tablet,TRUE,0.36,"Poor Sleep, Anxiety",Urban
12,Female,5.64,TV,TRUE,0.37,Poor Sleep,Urban
8,Male,4.89,Smartphone,TRUE,0.41,"Poor Sleep, Obesity Risk",Urban
14,Male,3.39,Laptop,TRUE,0.35,Poor Sleep,Rural
15,Male,3.42,TV,TRUE,0.35,"Poor Sleep, Obesity Risk",Rural
16,Male,2.62,Smartphone,FALSE,0.36,None,Urban
15,Male,4.73,TV,TRUE,0.47,"Eye Strain, Obesity Risk",Urban
12,Female,1.63,Laptop,FALSE,0.35,None,Rural
10,Male,5.68,TV,TRUE,0.49,None,Urban
17,Male,5.01,TV,TRUE,0.34,Poor Sleep,Urban
18,Female,5.79,Smartphone,TRUE,0.41,Eye Strain,Urban
16,Female,5.5,Laptop,TRUE,0.42,Poor Sleep,Rural
13,Female,6.15,TV,TRUE,0.44,Poor Sleep,Urban
12,Female,3.04,Laptop,TRUE,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
10,Female,4.38,TV,TRUE,0.44,"Poor Sleep, Anxiety",Rural
13,Female,4,Smartphone,TRUE,0.49,Anxiety,Urban
10,Female,6.74,Smartphone,TRUE,0.58,"Poor Sleep, Eye Strain",Urban
17,Male,2.16,TV,FALSE,0.35,None,Urban
13,Female,6.17,Smartphone,TRUE,0.5,Poor Sleep,Urban
11,Female,4.95,TV,TRUE,0.49,Poor Sleep,Urban
9,Male,4.97,Smartphone,TRUE,0.58,"Poor Sleep, Eye Strain",Urban
15,Male,4.49,Laptop,TRUE,0.36,Poor Sleep,Urban
11,Female,4.09,Laptop,TRUE,0.37,None,Rural
16,Male,4.99,Laptop,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
14,Male,4.66,Smartphone,TRUE,0.47,None,Urban
9,Male,3.66,Tablet,TRUE,0.51,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Male,5.06,Smartphone,TRUE,0.44,Poor Sleep,Rural
12,Male,6.18,Laptop,TRUE,0.33,None,Rural
10,Male,2.98,TV,TRUE,0.41,None,Urban
16,Male,4.95,Tablet,TRUE,0.43,"Poor Sleep, Obesity Risk",Rural
12,Female,5.4,TV,TRUE,0.43,Poor Sleep,Urban
9,Male,0.06,TV,FALSE,0.45,None,Rural
18,Female,6.77,Smartphone,TRUE,0.47,"Poor Sleep, Eye Strain",Urban
10,Male,8.75,Smartphone,TRUE,0.53,Poor Sleep,Urban
16,Male,4.9,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain",Rural
14,Male,3.59,Laptop,TRUE,0.42,None,Rural
9,Female,3.95,Tablet,TRUE,0.5,Eye Strain,Urban
16,Male,3.47,Smartphone,TRUE,0.45,Anxiety,Urban
11,Female,5.85,Smartphone,TRUE,0.39,Eye Strain,Urban
16,Female,4.98,Smartphone,TRUE,0.37,Eye Strain,Rural
9,Male,2.72,TV,TRUE,0.56,None,Rural
17,Male,2.88,Smartphone,FALSE,0.49,None,Urban
11,Male,6.17,TV,TRUE,0.44,Poor Sleep,Urban
12,Male,6.56,Smartphone,TRUE,0.35,Poor Sleep,Urban
9,Female,0.85,TV,FALSE,0.58,None,Urban
17,Female,4.54,Smartphone,TRUE,0.38,Anxiety,Rural
8,Female,0.78,Tablet,FALSE,0.44,None,Urban
14,Female,4.4,TV,TRUE,0.39,Poor Sleep,Urban
17,Female,1.44,Smartphone,FALSE,0.32,None,Urban
8,Female,9.41,Tablet,TRUE,0.52,"Poor Sleep, Eye Strain",Rural
18,Male,5.52,Tablet,TRUE,0.37,"Poor Sleep, Eye Strain",Rural
18,Female,6.48,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
15,Male,3.27,Smartphone,TRUE,0.33,"Poor Sleep, Obesity Risk",Rural
10,Male,5.33,Tablet,TRUE,0.57,"Poor Sleep, Eye Strain",Urban
17,Female,3.55,TV,TRUE,0.35,Poor Sleep,Urban
13,Female,1.78,Smartphone,FALSE,0.37,None,Rural
14,Male,4.03,TV,TRUE,0.46,Poor Sleep,Urban
17,Male,5.18,Laptop,TRUE,0.32,Poor Sleep,Urban
8,Male,5.28,TV,TRUE,0.46,Poor Sleep,Urban
13,Female,3.81,TV,TRUE,0.46,None,Urban
14,Male,5.28,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
13,Male,4.6,Smartphone,TRUE,0.39,"Poor Sleep, Anxiety, Obesity Risk",Urban
11,Female,6.28,TV,TRUE,0.36,Eye Strain,Urban
8,Female,3.13,Smartphone,TRUE,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Male,3.76,Smartphone,TRUE,0.38,Poor Sleep,Urban
16,Male,2.09,TV,FALSE,0.4,None,Urban
11,Female,6.54,Tablet,TRUE,0.42,"Poor Sleep, Obesity Risk",Rural
14,Female,2.44,Smartphone,FALSE,0.37,None,Rural
14,Female,5.18,Smartphone,TRUE,0.49,Poor Sleep,Rural
9,Female,4.73,TV,TRUE,0.52,None,Rural
8,Male,3.91,Smartphone,TRUE,0.41,Poor Sleep,Rural
15,Male,4.99,TV,TRUE,0.37,"Poor Sleep, Anxiety",Rural
15,Female,2.94,Laptop,FALSE,0.32,None,Urban
14,Male,3.57,Tablet,TRUE,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban
15,Male,6.42,Tablet,TRUE,0.38,"Poor Sleep, Anxiety",Urban
10,Male,0,TV,FALSE,0.51,None,Rural
18,Female,5.04,Tablet,TRUE,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban
9,Female,0,TV,FALSE,0.52,None,Urban
14,Female,5.27,Laptop,TRUE,0.32,"Poor Sleep, Eye Strain",Urban
15,Male,4.04,Smartphone,TRUE,0.34,Poor Sleep,Rural
8,Male,1.98,TV,FALSE,0.43,None,Urban
17,Female,4.42,Smartphone,TRUE,0.4,Poor Sleep,Urban
16,Male,4.49,Smartphone,TRUE,0.33,None,Urban
18,Male,3.1,Tablet,TRUE,0.41,None,Urban
11,Male,5.41,Smartphone,TRUE,0.46,None,Urban
11,Female,4.73,TV,TRUE,0.41,Poor Sleep,Urban
10,Male,3.59,Tablet,TRUE,0.42,Obesity Risk,Urban
13,Female,4.2,Smartphone,TRUE,0.35,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,3.21,Tablet,TRUE,0.4,Poor Sleep,Urban
13,Male,2.2,Tablet,FALSE,0.38,None,Urban
9,Male,2.66,Tablet,TRUE,0.47,None,Urban
16,Male,4.45,Smartphone,TRUE,0.44,None,Rural
9,Male,1,Smartphone,FALSE,0.51,None,Rural
14,Female,4.81,Laptop,TRUE,0.42,Poor Sleep,Urban
8,Male,5.18,Tablet,TRUE,0.49,"Poor Sleep, Eye Strain",Urban
14,Male,4.19,Tablet,TRUE,0.49,"Poor Sleep, Eye Strain",Urban
12,Male,4.38,Laptop,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
15,Female,2.41,Smartphone,FALSE,0.34,None,Urban
11,Female,3.89,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
17,Female,5.9,TV,TRUE,0.33,Eye Strain,Urban
14,Male,3.7,Laptop,TRUE,0.43,Poor Sleep,Urban
13,Male,5.61,Laptop,TRUE,0.5,Poor Sleep,Rural
12,Male,5.39,Laptop,TRUE,0.36,Poor Sleep,Rural
11,Female,4.64,Tablet,TRUE,0.32,Anxiety,Rural
14,Male,5.95,TV,TRUE,0.38,None,Urban
12,Male,4.11,Smartphone,TRUE,0.32,"Anxiety, Obesity Risk",Rural
12,Female,3.32,TV,TRUE,0.4,None,Urban
8,Female,3.7,TV,TRUE,0.42,Poor Sleep,Urban
9,Female,0,Smartphone,FALSE,0.48,None,Urban
12,Female,2.88,TV,FALSE,0.46,None,Urban
10,Male,3.02,Smartphone,TRUE,0.47,"Poor Sleep, Anxiety",Urban
9,Male,4.52,Smartphone,TRUE,0.54,Eye Strain,Urban
11,Female,3.78,Laptop,TRUE,0.44,"Poor Sleep, Eye Strain",Rural
11,Male,6.12,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
11,Male,5.19,Smartphone,TRUE,0.47,Poor Sleep,Urban
11,Female,4.77,Laptop,TRUE,0.42,"Eye Strain, Anxiety",Urban
10,Female,4.46,Smartphone,TRUE,0.53,"Eye Strain, Anxiety",Rural
14,Male,2.82,Smartphone,FALSE,0.47,None,Rural
16,Female,4.02,Tablet,TRUE,0.4,Poor Sleep,Urban
12,Female,4.32,Laptop,TRUE,0.42,Eye Strain,Urban
11,Male,5.06,Smartphone,TRUE,0.49,None,Rural
18,Female,4.28,Smartphone,TRUE,0.31,Poor Sleep,Urban
9,Female,7.76,TV,TRUE,0.54,"Poor Sleep, Obesity Risk",Urban
9,Female,2,Tablet,FALSE,0.58,None,Urban
12,Female,6.58,Smartphone,TRUE,0.4,Poor Sleep,Urban
14,Male,4.84,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
17,Male,2.5,Smartphone,FALSE,0.42,None,Rural
17,Male,4.73,Smartphone,TRUE,0.35,"Eye Strain, Anxiety",Urban
16,Female,5.91,Laptop,TRUE,0.35,Anxiety,Rural
14,Female,4.91,Smartphone,TRUE,0.49,Anxiety,Rural
12,Male,4.19,Smartphone,TRUE,0.48,Poor Sleep,Urban
17,Female,4.81,Smartphone,TRUE,0.47,"Poor Sleep, Eye Strain",Urban
17,Male,3.27,Tablet,TRUE,0.5,Poor Sleep,Urban
17,Female,5.15,Smartphone,TRUE,0.37,None,Urban
13,Female,5.07,Laptop,TRUE,0.47,"Poor Sleep, Eye Strain",Rural
18,Female,4.36,Smartphone,TRUE,0.4,Anxiety,Urban
10,Female,6.7,Smartphone,TRUE,0.45,"Poor Sleep, Obesity Risk",Urban
12,Male,4.32,Smartphone,TRUE,0.41,Poor Sleep,Urban
15,Male,4.81,Laptop,TRUE,0.46,"Poor Sleep, Eye Strain",Rural
8,Female,4.57,Tablet,TRUE,0.47,Poor Sleep,Urban
8,Male,8.15,TV,TRUE,0.59,Obesity Risk,Urban
14,Female,6.27,Smartphone,TRUE,0.37,"Eye Strain, Anxiety",Urban
12,Male,2.47,Tablet,FALSE,0.36,None,Rural
12,Female,4.5,TV,TRUE,0.37,Poor Sleep,Urban
8,Male,0,TV,FALSE,0.48,None,Rural
16,Female,3.86,Laptop,TRUE,0.39,Eye Strain,Urban
8,Male,3.28,Tablet,TRUE,0.6,Poor Sleep,Rural
12,Female,6.53,TV,TRUE,0.49,Poor Sleep,Urban
17,Male,4.73,Smartphone,TRUE,0.38,Eye Strain,Urban
